Name,Description,Satellites,Website,Jobs site,Jobs 2,Locations,Remote,Crunchbase,Linkedin,Twitter,SPAC,Github,Youtube,Stocks,Medium,Instagram,Notes
Farmers Edge,Precision aggriculture,,https://www.farmersedge.ca/,https://farmersedge.applicantpro.com/jobs/,,"🇺🇸 Shakopee, USA | 🇨🇦 Winnipeg, Canada",No,https://www.crunchbase.com/organization/farmers-edge-inc,https://www.linkedin.com/company/farmers-edge/?originalSubdomain=ca,https://twitter.com/farmers_edge,,,,,,,
Geocento,"Analytics platform, marketplace",,https://geocento.com/,https://geocento.com/about_us,,"🇪🇸 Madrid, Spain | 🇬🇧 Oxfordshire, UK",No,https://www.crunchbase.com/organization/geocento,https://www.linkedin.com/company/geocento/,https://twitter.com/Geocento,,,,,,,
GeoVille,Analytics,,https://www.geoville.com/,https://careers.geoville.com/,,"🇦🇹 Innsbruck, Austria",No,https://www.crunchbase.com/organization/geoville,https://www.linkedin.com/company/geoville-information-systems-gmbh/,https://twitter.com/geoville_gmbh,,,,,,,
Hawkeye 360,RF constellation,,https://www.he360.com/,https://hawkeye360.applicantstack.com/x/openings,,"🇺🇸 Herndon, USA",No,https://www.crunchbase.com/organization/hawkeye-360-2,https://www.linkedin.com/company/hawkeye-360/,https://twitter.com/hawkeye360,,,,,,,
ImageSat Intl.,"SAR + Optical, analytics",,https://www.imagesatintl.com/,https://www.imagesatintl.com/careers/,,"🇮🇱 Or Yehuda, Israel",No,https://www.crunchbase.com/organization/imagesat-international,https://www.linkedin.com/company/imagesat-international/,https://twitter.com/ImageSatIntl,,,,,,,
Kayrros,"Analytics, climate risk for energy & environment",,https://www.kayrros.com/,https://kayrros1.recruitee.com/,,"🇫🇷 Paris, France",No,https://www.crunchbase.com/organization/kayrros,https://www.linkedin.com/company/kayrros/,https://twitter.com/Kayrros,,,,,,,
LiveEO,Infrastructure monitoring,,https://live-eo.com/,https://live-eo.com/jobs/,,"🇩🇪 Berlin, Germany",No,https://www.crunchbase.com/organization/liveeo,https://www.linkedin.com/company/liveeo/,https://twitter.com/LiveEO_space,,,,$MAXR,,,
Mayday.ai,Data fusion for natural disasters management,,https://mayday.ai/,https://mayday.ai/careers/,,"🇩🇪 Darmstadt, Germany",No,https://www.crunchbase.com/organization/mayday-ai,https://www.linkedin.com/company/mayday-ai/,https://twitter.com/mayday_ai,,,,,,,
MDA,"Space missions, space exploration, RADARSAT EO satellites",,https://mda.space/en/,https://mda.space/en/careers,,"🇨🇦🇺🇸🇬🇧 Locations in Canada, US, UK",No,https://www.crunchbase.com/organization/mda-b944,https://www.linkedin.com/company/mdaspace/?originalSubdomain=ca,https://twitter.com/MDA_space,,,,,,,
Orbital Insight,"Analytics platform, multi-purpose",,https://orbitalinsight.com/,https://orbitalinsight.com/company/careers/job-openings,,"🇺🇸 New York, USA | 🇺🇸 Washington D.C., USA | 🇺🇸 Roseville, USA",No,https://www.crunchbase.com/organization/orbital-insight-inc,https://www.linkedin.com/company/orbital-insight-inc-/,https://twitter.com/orbital_insight,,,,,,,
Pixxel,"Hyperspectral constellation, multipurpose",Yes (planned),https://www.pixxel.space/,https://www.pixxel.space/careers,,"🇮🇳 Bangalore, India",No,https://www.crunchbase.com/organization/pixxel-81c6,https://www.linkedin.com/company/planetwatchers/,https://twitter.com/PixxelSpace,,,,,,,
Planetek,All-purpose analytics,,https://www.planetek.it/,https://www.planetek.it/azienda/contatti/opportunit%C3%A0_di_lavoro,,"🇮🇹 Bari, Italy",No,https://www.crunchbase.com/organization/planetek-italia/technology,https://www.linkedin.com/company/planetek-italia/,https://twitter.com/planetek,,,,,,,
Preligens,"Analysis, defense",,https://www.preligens.com/,https://www.preligens.com/jobs,,"🇫🇷 Paris, France",No,https://www.crunchbase.com/organization/earthcube,https://www.linkedin.com/company/azavea/,https://twitter.com/Preligens,,,,,,,
Prométhee,"Planned constellation, all-purpose",,https://www.promethee.earth/en/home/,https://www.linkedin.com/company/prom%C3%A9th%C3%A9e-newspace/jobs/,,"🇫🇷 Paris, France | 🇫🇷 Toulouse, France",No,x,https://www.linkedin.com/company/prom%C3%A9th%C3%A9e-newspace/,x,,,,,,,
RS Metrics,"Analytics, multi-purpose, sustainability",,https://rsmetrics.com/,https://rsmetrics.com/careers/,,"🇺🇸 Chicago, USA | 🇺🇸 New York, USA | 🇱🇰 Pita Kotte, Sri Lanka | 🌍 Europe | 🌏 Asia",No,https://www.crunchbase.com/organization/rs-metrics,https://www.linkedin.com/company/rsmetrics/,https://twitter.com/RSMetrics,,,,,,,
Satelligence,Platform to track sustainability objectives,Yes,https://satelligence.com/,https://satelligence.com/careers,https://www.linkedin.com/company/satelligence/jobs/,"🇳🇱 Utrecht, Netherlands",No,https://www.crunchbase.com/organization/satelligence,https://www.linkedin.com/company/satelligence,https://twitter.com/SatelligenceEO,,,,,,,
SatSure,On-board processing,,https://satsure.co/,https://satsure.co/career.html,,"🇮🇳 Bangalore, India",No,https://www.crunchbase.com/organization/satsure-d0b9,https://www.linkedin.com/company/satsure/,https://twitter.com/sat_sure,,,,,,,
SpaceKnow,"Analytics, multi-purpose",,https://spaceknow.com/,https://spaceknow.com/careers/#positions,https://www.startupjobs.cz/en/startup/spaceknow-inc,"🇨🇿 Prague, Czech Republic | 🇺🇸 New York, USA",No,https://www.crunchbase.com/organization/spaceknow,https://www.linkedin.com/company/spaceknow/,https://twitter.com/spaceknow,,,,,,,
Spacesense,Analytics platform,,https://www.spacesense.ai/,https://50-partners.welcomekit.co/companies/spacesense-ai,,"🇫🇷 Paris, France",No,https://www.crunchbase.com/organization/spacesense-ai,https://www.linkedin.com/company/spacesense-ai/,https://twitter.com/spacesenseai,,,,,,,
Spiral Blue,On-board processing,,https://www.spiralblue.space/,https://www.spiralblue.space/careers,,"🇦🇺 Sydney, Australia",No,x,https://www.linkedin.com/company/spiralblue/?originalSubdomain=au,x,,,,,,,
Synspective,SAR constellation & analytics,,https://synspective.com/,https://careers.synspective.com/,https://www.linkedin.com/company/synspective/jobs/,"🇯🇵 Tokyo, Japan",No,https://www.crunchbase.com/organization/synspective-inc,https://www.linkedin.com/company/synspective/,https://twitter.com/synspective,,,,,,,
Synthetaic,"Detection from unlabeled data, simplifying data labelling process",,https://www.synthetaic.com/,https://www.synthetaic.com/careers,,"🇺🇸 Delafield, Wisconsin, USA",No,https://www.crunchbase.com/organization/synthetaic,https://www.linkedin.com/company/synthetaic/,https://twitter.com/synthetaic,,,,,,,
Terran Orbital,"Satellite manufacturing, mission services, data products. Focused on defense",,https://terranorbital.com/,https://terranorbital.com/careers/,https://www.linkedin.com/company/terranorbital/jobs/,"🇺🇸 Multiple locations, USA",No,https://www.crunchbase.com/organization/terran-orbital,https://www.linkedin.com/company/terranorbital/,https://twitter.com/TerranOrbital,,,,$LLAP,,,
UP42,"Marketplace & platform, Airbus subsidiary",,https://up42.com/,https://up42.com/company/careers,,"🇩🇪 Berlin, Germany",No,https://www.crunchbase.com/organization/up42,https://www.linkedin.com/company/up42/,https://twitter.com/UP42_,,,,,,,
Wyvern,"hyperspectral, multi-purpose",,https://wyvern.space/,https://wyvern.space/?page_id=2139,,"🇺🇸 Edmonton, USA",No,https://www.crunchbase.com/organization/wyvern-d3f9,https://www.linkedin.com/company/wyvern-space/,https://twitter.com/WyvernSpace,,,,,,,
ClimateX,"Climate change resiliency, weather risk",,https://www.climate-x.com/,https://www.climate-x.com/careers,,"🇬🇧 London, UK",No (Partial),https://www.crunchbase.com/organization/climate-x,https://www.linkedin.com/company/climate-x/,https://twitter.com/climatexltd,,,,,,,
4pi Lab,Early wildfire detection,,http://site.4pilab.com/,?,,"🇨🇦 Calgary, Canada",No jobs,https://www.crunchbase.com/organization/cloud-to-street,https://www.linkedin.com/company/4pilab/?originalSubdomain=ca,https://twitter.com/4pilab,,,,,,,
Cloud to Sreet,Real-time flood monitoring,,https://www.cloudtostreet.ai/,https://www.cloudtostreet.ai/careers,,"🇺🇸 New York, USA",No jobs,https://www.crunchbase.com/organization/cloud-to-street,https://www.linkedin.com/company/cloud-to-street/,https://twitter.com/cloud2street?lang=en,,,,,,,
e-geos,Analysis platforms,,https://www.e-geos.it/en/#,None?,,"🇮🇹 Rome, Italy",No jobs,https://www.crunchbase.com/organization/e-geos,https://www.linkedin.com/company/e-geos/,https://twitter.com/e_geos,,,,,,,
Geospatial Insights,"Analytics: Insurance, finance, utilities",,https://geospatial-insight.com/,None?,,"🇬🇧 Birmingham, UK",No jobs,https://www.crunchbase.com/organization/geospatial-insight,https://www.linkedin.com/company/geospatial-insight-limited/,https://twitter.com/geo_insight,,,,,,,
GlobalXplorer,Archeology,,https://www.globalxplorer.org/,https://www.linkedin.com/company/globalxplorer/jobs/,,"🇺🇸 Birmingham, USA",No jobs,https://www.crunchbase.com/organization/globalxplorer%C2%BA,https://www.linkedin.com/company/globalxplorerindia/about/,https://twitter.com/Global_Xplorer,,,,,,,
PredaSAR,"SAR constellation, analysis, Terran Orbital subsidiary",Yes,https://www.predasar.com/,https://www.predasar.com/careers,Hiring@PredaSAR.com. ,"🇺🇸 Boca Raton, USA",No jobs,https://www.crunchbase.com/organization/predasar,https://www.linkedin.com/company/predasar/jobs/,https://twitter.com/predasar?lang=en-GB,,,,,,,
SatRevolution,EO hardware,,https://www.satrevolution.com/,https://www.linkedin.com/company/satrev-s-a/jobs/,,"🇵🇱 Wroclav, Poland",Hybrid,https://www.crunchbase.com/organization/satrevolution-s-a,https://www.linkedin.com/company/satrevolution-s-a/,https://twitter.com/SatRevolution,,,,,,,
satsearch,Marketplace for space industry,,https://satsearch.co/,https://satsearch.co/about,mail: jobs@satsearch.com,🌐 Remote,No jobs,https://www.crunchbase.com/organization/satsearch,https://www.linkedin.com/company/satsearch/,https://twitter.com/satsearchco,,,,,,,
SI Imaging Services (SIIS),optical + SAR constellation,,https://www.si-imaging.com/,https://www.si-imaging.com/careers/,,"🇰🇷 Dae-jeon, South Korea",No jobs,https://www.crunchbase.com/organization/si-imaging-services,https://www.linkedin.com/company/si-imaging-services/?originalSubdomain=kr,https://twitter.com/si_imaging,,,,,,,
unseenlabs,"RF, sigint, maritime",,https://unseenlabs.space/,https://unseenlabs.space/careers/,,🇫🇷 France,No jobs,https://www.crunchbase.com/organization/unseenlabs,https://www.linkedin.com/company/unseenlabs/,https://twitter.com/unseenlabs,,,,,,,
Albedo,"High-resolution optical constellation (10cm constellation planned), thermal",Yes (future?),https://albedo.com/,https://jobs.lever.co/albedo,,"🇺🇸 Austin, USA",US based,https://www.crunchbase.com/organization/albedo,https://www.linkedin.com/company/albedo-space/,https://twitter.com/Albedo,,,,,,,
Aurora Insight,Analytics & insights on spectrum and wireless technologies,,https://aurorainsight.com/,https://jobs.lever.co/aurorainsight,https://www.linkedin.com/company/aurorainsight/jobs/,"🇺🇸 Washington, USA",US based,https://www.crunchbase.com/organization/aurora-insight,https://www.linkedin.com/company/aurorainsight/,https://twitter.com/AuroraInsight,,,,,,,
BlackSky,"Optical constellation, high temporal resolution",Yes,https://www.blacksky.com/,https://www.blacksky.com/careers/,,"🇺🇸 Herndon, USA",US based,https://www.crunchbase.com/organization/blacksky-global,https://www.linkedin.com/company/blackskyinc/,https://twitter.com/BlackSky_Inc,https://www.osprey-technology.com/s/BlackSky_Investor-Presentation-September-2021_v11-as-Filed.pdf,,,$BKSY,,,Doesn't develop the satellites in-house (https://twitter.com/spacecasemartin/status/1494401608641396736)
Blue River,"AggTech, intelligent machinery",,https://bluerivertechnology.com/,https://bluerivertechnology.com/join-us/,https://www.linkedin.com/company/bluerivertech/jobs/,"🇺🇸 Multiple locations, USA",US based,https://www.crunchbase.com/organization/blue-river-technology,https://www.linkedin.com/company/bluerivertech/,https://twitter.com/BlueRiverTech,,,,,,,
Capella,"SAR constellation, analytics",Yes,https://www.capellaspace.com/,https://www.capellaspace.com/about-us/careers/,,"🇺🇸 San Francisco, USA | 🇺🇸 Boulder, CO, USA",US based,https://www.crunchbase.com/organization/capella-space,https://www.linkedin.com/company/capella-space,https://twitter.com/capellaspace,,,,,,,
Climavision,"Climate change resiliency, weather data and forecasting tools",,https://www.climavision.com/,https://boards.greenhouse.io/climavision,https://www.linkedin.com/company/climavision/jobs/,"🇺🇸 Louisville, USA",US based,https://www.crunchbase.com/organization/climavision,https://www.linkedin.com/company/climavision/,https://mobile.twitter.com/climavision,,,,,,,
Element 84,Cloud-based geospatial data processing,,https://element84.com/,https://element84.com/careers,,"🇺🇸 Alexandria, USA",US based,https://www.crunchbase.com/organization/element-84,https://www.linkedin.com/company/element84/,https://twitter.com/Element84,,,,,,,
Hydrosat,"Thermal constellation, agriculture",Planned,https://www.hydrosat.com/,https://apply.workable.com/hydrosat/?lng=en,https://www.linkedin.com/company/hydrosat/jobs/,"🇱🇺 Luxembourg | 🇺🇸 Washington D.C., USA",US based,https://www.crunchbase.com/organization/hydrosat,https://www.linkedin.com/company/hydrosat/,https://twitter.com/hydrosati,,,,,,,
HySpecIQ,"Hyperspectral constellation, analytics platform, all-purpose",Planned,https://hyspeciq.com/,https://hyspeciq.breezy.hr/,,"🇺🇸 Herndon, USA",US based,https://www.crunchbase.com/organization/hyspeciq,https://www.linkedin.com/company/hyspeciq/,https://mobile.twitter.com/HySpecIQ_,,,,,,,
NCX,"Marketplace for carbon credits, connecting corporations and landowners",,https://ncx.com/,https://boards.greenhouse.io/ncx,,"🇺🇸 San Francisco, US",US based,https://www.crunchbase.com/organization/silviaterra,https://www.linkedin.com/company/ncx-carbon/,https://twitter.com/NCX,,,,,,,
Orbital Sidekick,"Hyperspectral constellation, sustainability & energy",Yes,https://orbitalsidekick.com/,https://jobs.lever.co/orbitalsidekick,https://www.linkedin.com/company/orbital-sidekick/jobs/,"🇺🇸 San Francisco, USA",US based,https://www.crunchbase.com/organization/orbital-sidekick,https://www.linkedin.com/company/orbital-sidekick/,https://twitter.com/OrbitalSidekick,,,,,,,
Umbra,SAR & RF constellation,Yes,https://umbra.space/,https://careers.umbra.space/,,"🇺🇸 Santa Barbara, USA | 🇺🇸 Austin, USA",US based,https://www.crunchbase.com/organization/umbra-lab-inc,https://www.linkedin.com/company/umbraspace/,https://twitter.com/umbraspace,,,,,,,
Upstream Tech,Climate solutions: Hydropower generation prediction and landscape monitoring,,https://www.upstream.tech/,https://jobs.upstream.tech/,,🌐🇺🇸 Remote,US based,https://www.crunchbase.com/organization/upstream-tech,https://www.linkedin.com/company/upstream-pbc/,https://twitter.com/upstream_tech,,,,,,,
Ursa Space,SAR platform & marketplace,,https://ursaspace.com/,https://twitter.com/ursaspace?lang=en,,"🇺🇸 Ithaca, USA",US based,https://www.crunchbase.com/organization/ursa-space-systems,https://www.linkedin.com/company/ursa-space-systems/,https://twitter.com/ursaspace?lang=en,,,,,,,
Rendered.ai,Creating synthetic data for training ML/AI systems,,https://rendered.ai/,https://apply.workable.com/rendered-ai/?lng=en,https://www.linkedin.com/company/rendered-ai/jobs/,"🇺🇸 Bellevue, Washington, USA",US resident,https://www.crunchbase.com/organization/rendered-ai,https://www.linkedin.com/company/rendered-ai/,https://twitter.com/renderedai?lang=en,,,,,,,
Aistech,"Thermal imagery, AIS, agriculture, environment, security, aviation",Planned,https://aistechspace.com/,https://aistechspace.com/careers/,https://www.linkedin.com/company/aistech-space/jobs/,"🇪🇸 Barcelona, Spain",Yes,https://www.crunchbase.com/organization/aistech,https://www.linkedin.com/company/aistech-space/,https://twitter.com/AistechSpace,,,,,,,
Arlula,"Platform, marketplace",,https://www.arlula.com/,https://www.arlula.com/careers/,,"🇦🇺 Ultimo, Australia",Yes,https://www.crunchbase.com/organization/arlula,https://www.linkedin.com/company/arlula/,https://twitter.com/Arlula_Space,,,,,,,
Asterra,Using SAR to detect leaks,,https://asterra.io/,https://asterra.io/about/careers/,https://www.linkedin.com/company/asterratech/jobs/,"🇮🇱 Rosh Ha’ayin, Israel | 🇺🇸 San Diego, CA, USA",Yes,https://www.crunchbase.com/organization/utilis-israel-inc,https://www.linkedin.com/company/utilisltd/,https://twitter.com/asterratech,,,https://www.youtube.com/channel/UC0GiZovioMK-mMpOZZmUSAA,,,,
blackshark.ai,3d digital twin of earth,,https://blackshark.ai/,https://people.blackshark.ai/careers/,,"🇦🇹 Graz, Austria | 🇦🇹 Vienna, Austria | 🇭🇷 Zagreb, Croatia",Yes,https://www.crunchbase.com/organization/blackshark-ai,https://www.linkedin.com/company/blackshark-ai/,https://twitter.com/aiblackshark,,,https://www.youtube.com/channel/UCMRDA-mbo9hGSHCwFMTp92w,,,,
Blue Sky Analytics,Climate risk assesment and monitoring,,https://blueskyhq.in/,https://blueskyhq.in/careers/#careers,https://angel.co/company/blueskyhq/jobs,"🇮🇳 Gurgaon, India",Yes,https://www.crunchbase.com/organization/breezo,https://www.linkedin.com/company/blueskyhq/,https://twitter.com/blueskylab,,https://github.com/blueskyanalytics,https://www.youtube.com/channel/UCTcGB8IhXWop5QXnYUJmRag,,,,
Cape Analytics,Property risk insights for insurance industry,,https://capeanalytics.com/,https://jobs.lever.co/capeanalytics,https://www.linkedin.com/company/capeanalytics/jobs/,"🇺🇸 Palo Aloto, USA | 🇩🇪 Munich, Germany",Yes,https://www.crunchbase.com/organization/cape-analytics,https://www.linkedin.com/company/capeanalytics/,https://twitter.com/cape_analytics,,,,,,,
CCG,Solutions for environmental and infrastructure challenges.,,https://www.cgg.com/,https://careers.smartrecruiters.com/CGG3/,https://www.linkedin.com/company/cgg/jobs/,Many locations and countries,Yes,x,https://www.linkedin.com/company/cgg/,https://twitter.com/CGGcompany,,,,,,,
Climate Engine,"Climate, Google Earth Engine enterprise solution",,https://climateengine.com/,https://climateengine.com/careers/,,"🇺🇸 Carson City, USA",Yes,x,https://linkedin.com/company/climateengine,https://twitter.com/ClimateEngine,,,https://www.youtube.com/channel/UCcc773oJTP9MQK8l_kIOl7w,,,,
ConstellR,"Thermal constellation, Land Surface Temperature, aggriculture, acquired ScanWorld",Planned,https://constellr.space/,https://constellr.recruitee.com/,,"🇩🇪 Freiburg, Germany | 🇧🇪 Liege, Belgium | 🇧🇪 Brussels, Belgium",Yes,https://www.crunchbase.com/organization/constellr,https://www.linkedin.com/company/constellr/?originalSubdomain=de,https://twitter.com/ConstellR,,,,,,,
Development Seed,FOSS data & analysis infrastructure,,https://developmentseed.org/,https://developmentseed.org/careers/,,"🇺🇸 Washington D.C, USA | 🇵🇹 Lisabon, Portugal | 🇵🇪 Ayacucho, Peru",Yes,https://www.crunchbase.com/organization/development-seed,https://www.linkedin.com/company/development-seed/,https://twitter.com/developmentseed,,,,,,,
Earth Blox,"No-code access to GEE, teaching",,https://www.earthblox.io/,https://www.earthblox.io/careers,,"🌐 Remote | 🇬🇧 Edinburgh, UK",Yes,https://www.crunchbase.com/organization/earth-blox,https://www.linkedin.com/company/earthblox/,https://twitter.com/EarthBlox,,,,,,,
EOX,Analytics and consulting,,https://eox.at,https://eox.at/careers/,,"🇦🇹 Vienna, Austria",Yes,https://www.crunchbase.com/organization/eox-it-services-gmbh,https://www.linkedin.com/company/eox-it-services-gmbh/,https://twitter.com/eox_a,,https://github.com/eox-a,,,,,
GeoOptics,Radio occultation constellation,,https://geooptics.com/,https://geooptics.com/careers/,,"🇨🇭 Lausanne, Switzerland | 🇺🇸 Pasadena, USA",Yes,https://www.crunchbase.com/organization/geooptics,https://www.linkedin.com/company/geooptics/,https://twitter.com/geooptics?lang=en,,,,,,,
Google,"GEE, Maps, AI",,https://about.google/,https://careers.google.com/,,"🇺🇸 Mountain View, USA",Yes,https://www.crunchbase.com/organization/google,https://www.linkedin.com/company/google/,https://twitter.com/Google,,,,,,,
Kawa Space,Geospatial intelligence platform,,https://www.kawa.space/,https://angel.co/company/kawaspace,https://www.linkedin.com/company/kawaspace/jobs/,"🇮🇳 Bangalore, India | 🌐 Remote",Yes,https://www.crunchbase.com/organization/kawa-space,https://www.linkedin.com/company/kawaspace/,https://twitter.com/kawaspace?lang=en,,,,,,,
KP Labs,On-board processing,,https://kplabs.space/,https://kplabs.space/space-company-career/,,"🇵🇱 Gliwice, Poland | 🇵🇱 Warszawa, Poland",Yes,https://www.crunchbase.com/organization/kp-labs,https://www.linkedin.com/company/kp-labs-sp-z-o-o/,https://twitter.com/labs_kp,,https://github.com/kplabs-pl,https://www.youtube.com/channel/UC7STFwEiGoEmLIakMC3e1hA,,,,
Microsoft,"AI for earth, Planetary Computer, Bing, Azure",Yes,https://www.microsoft.com/en-gb?SilentAuth=1&f=255&MSPPError=-2147217396,https://careers.microsoft.com/us/en,,🇺🇸 USA,Yes,https://www.crunchbase.com/organization/microsoft,https://www.linkedin.com/company/microsoft/,https://twitter.com/Microsoft,,,,,,,
Nearmap,High resolution aerial maps,,https://www.nearmap.com/us/en,https://www.nearmap.com/us/en/aerial-view-maps-about-us/geospatial-data-careers,https://www.linkedin.com/company/nearmap-com/jobs/,🇺🇸🇦🇺 Multiple locations in USA and Australia,Yes,https://www.crunchbase.com/organization/nearmap-com,https://www.linkedin.com/company/nearmap-com/,https://twitter.com/nearmap,,,,,,,
OneSoil,Precision aggriculture,,https://onesoil.ai/en/,https://onesoil.ai/en/careers,https://onesoil.notion.site/Career-OneSoil-228136e00692470ca0dce892dc8bfa26,"🇧🇾 Minsk, Belarus",Yes,https://www.crunchbase.com/organization/onesoil,https://www.linkedin.com/company/onesoil/?originalSubdomain=ch,https://twitter.com/onesoilplatform,,https://github.com/OneSoil-Platform,https://www.youtube.com/channel/UCRZaRW_DZs_d3XTxg9axRIA,,,,
Overstory,Vegetation monitoring for wildfire prevention and utilities,,https://www.overstory.com/,https://www.overstory.com/careers,,"🇳🇱 Amsterdam, Netherlands | 🌐 Remote",Yes,https://www.crunchbase.com/organization/overstoryai,https://www.linkedin.com/company/overstoryai,https://twitter.com/overstoryai,,,,,,,
Picterra,Platform for AI analysis,,https://picterra.ch/,https://picterra.ch/jobs/,,"🇨🇭 Lausanne, Switzerland",Yes,https://www.crunchbase.com/organization/picterra,https://www.linkedin.com/company/picterra/,https://twitter.com/picterraCH,,,,,,,
Planet,"Cubesat constellation, optical",Yes,https://www.planet.com/,https://www.planet.com/company/careers/,https://boards.greenhouse.io/planetlabs,"🇺🇸 San Francisco, USA | 🇺🇸 Bellevue, USA | 🇩🇪 Berlin, Germany | 🇨🇦 Lethbridge, Canada",Yes,https://www.crunchbase.com/organization/planet-labs,https://www.linkedin.com/company/planet-labs,https://twitter.com/planet,https://www.planet.com/investors/presentations/2021/investor-presentation-20210707.pdf,,,$PL,,,
PlanetWatchers,"SAR analysis, multipurpose",,https://www.planetwatchers.com/,https://www.planetwatchers.com/careers/,,"🇺🇸 New York, USA | 🇬🇧 London, UK | 🇮🇱 Tel Aviv, Israel",Yes,https://www.crunchbase.com/organization/planetwatchers,https://www.linkedin.com/company/planetwatchers/,https://twitter.com/PlanetWatchers,,,,,,,
Satellogic,"Optical + hyperspectral constellation, analytics",Yes,https://satellogic.com/,https://satellogic.bamboohr.com/jobs/,,"🇪🇸 Barcelona, Spain | 🇦🇷 Ciudad, Argentina",Yes,https://www.crunchbase.com/organization/satellogic,https://www.linkedin.com/company/satellogic/,https://twitter.com/Satellogic,https://www.cantor.com/wp-content/uploads/2021/07/Satellogic_InvestorPresentation_July6-2021__email.pdf,https://github.com/satellogic,https://www.youtube.com/channel/UCLtM3YLSGAz1-SKe63gkwLQ?app=desktop,$SATL,,,https://twitter.com/aravind_raves/status/1518574658047688707
ScanWorld,"Hyperspectral constellation, aggriculture, environmental. Acquired by ConstellR",Planned,https://www.scanworld.be/,https://www.scanworld.be/#jobs,,"🇧🇪 Liege, Belgium | 🇧🇪 Brussels, Belgium",Yes,x,https://www.linkedin.com/company/scanworldeo/?originalSubdomain=be,https://twitter.com/scanworld2?lang=en,,,,,,,Acquired by ConstelIR
Sinergise,"Sentinel hub, data infrastructure",,https://www.sinergise.com/,https://www.sinergise.com/en/careers/openpositions,,"🇸🇮 Ljubljana, Slovenia",Yes,https://www.crunchbase.com/organization/sinergise,https://www.linkedin.com/company/sinergise/?originalSubdomain=si,https://twitter.com/sinergise,,,,,,,
SkyGeo,"InSAR, subsidience monitoring",,https://skygeo.com/,https://skygeo.com/geotechnical-careers/,,"🇺🇸🇨🇦🇱🇺🇦🇺🇸🇬🇿🇦🇨🇱 Multiple countries (US, Canada, Netherlands, Singapore, Canada, South Africa, Chile, Australia)",Yes,https://www.crunchbase.com/organization/skygeo,https://www.linkedin.com/company/skygeo/,https://twitter.com/SkyGeoInc,,,,,,,
SparkGeo,Web mapping solutions,,https://sparkgeo.com/,https://sparkgeo.com/careers/,,"🇨🇦 Prince George, Canada | 🇬🇧 UK",Yes,https://www.crunchbase.com/organization/sparkgeo,https://www.linkedin.com/company/sparkgeo/,https://twitter.com/SparkgeoUK,,,,,,,
Terrabotics,"Natural resources management, ESG",,https://www.terrabotics.co.uk/,https://www.terrabotics.co.uk/careers,https://boards.eu.greenhouse.io/terrabotics/,"🇬🇧 London, UK",Yes,https://www.crunchbase.com/organization/terrabotics,https://www.linkedin.com/company/terrabotics/,https://twitter.com/tbotix,,,,,,,
Tomorrow.io,Weather and climate security platform,,https://www.tomorrow.io/,https://www.tomorrow.io/careers/,https://www.linkedin.com/company/tomorrow-io/jobs/,"🇺🇸 USA | 🇮🇱 Tel Aviv, Israel | 🇸🇬 Singapore",Yes,https://www.crunchbase.com/organization/climacell,https://www.linkedin.com/company/tomorrow-io/,https://twitter.com/tomorrowio_,https://9477946d-bd1f-418f-a4a1-57a2eff784cb.filesusr.com/ugd/462bf1_390159b6e90b4c23bc3921f09bf1a448.pdf,,,,,,
Descartes Labs,"Agriculture, sustainability, monitoring, data & AI",,https://descarteslabs.com/,https://jobs.lever.co/descarteslabs.com,,"🇺🇸 Santa Fe, USA",Yes (~US?),https://www.crunchbase.com/organization/descartes-labs,https://www.linkedin.com/company/descartes-labs/,https://twitter.com/DescartesLabs,,,,,,,
Terramera,Sustainable agriculture,,https://www.terramera.com/,https://www.terramera.com/careers#CurrentOpenings,,"🇨🇦 Vancouver, BC, Canada",Yes (Canada),https://www.crunchbase.com/organization/terramera,https://www.linkedin.com/company/terramera-inc-/,https://twitter.com/terramera,,,https://www.youtube.com/channel/UCNYDgdk3-9J5RRMTILchPUg,,,,
Sylvera,Carbon offset monitoring,,https://www.sylvera.com/,https://jobs.lever.co/sylvera,,"🇬🇧 London, UK",Yes (GMT +-4),https://www.crunchbase.com/organization/sylvera,https://www.linkedin.com/company/sylveracarbon,https://twitter.com/SylveraCarbon,,,https://www.youtube.com/channel/UCzMumzm0k5GAfV-f9QQ3zUg,,,,
Spire,"Constellation: radio occulation, AIS, multi-purpose",Yes,https://spire.com/,https://spire.com/careers/job-openings/,,🌐🇺🇸🇬🇧🇮🇳🇦🇺🇸🇬🇱🇺 Multiple locations and countries,Yes (mainly US and UK),https://www.crunchbase.com/organization/spire,https://www.linkedin.com/company/spireglobal/,https://twitter.com/SpireGlobal,https://img1.wsimg.com/blobby/go/22420c7c-4367-40fe-a2fd-4d0554113b56/Spire_Investor%20Presentation%20Final%202.28.21.pdf.pdf,,,$SPIR,,,
Pachama,Carbon capture analytics,,https://pachama.com/,https://pachama.com/careers,,🌐 Remote,Yes (PCT +-3),https://www.crunchbase.com/organization/pachama,https://www.linkedin.com/company/pachama/,https://twitter.com/pachamainc?lang=en,,,,,,,
Kleos,"Satelilites: RF constellation, analytics",Yes,https://kleos.space/,https://kleos.space/category/careers/,,"🇱🇺 Luxembourgh | 🇬🇧 Leicester, UK | 🇺🇸 Denver, USA","Yes (UK, Luxembroug, France, Belgium, Germany)",https://www.crunchbase.com/organization/tianyi-research-institute,https://www.linkedin.com/company/kleos_space/,x,,,,,,,
